Time,Device name,Chip Time(),Angle X(°)
 12:14:51.382,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.300, -56.651,
 12:14:51.414,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.105, -11.14,
 12:14:51.502,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.300, -56.953,
 12:14:51.505,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.105, -11.255,
 12:14:51.592,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.300, -56.706,
 12:14:51.625,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.105, -11.299,
 12:14:51.713,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.685, -56.695,
 12:14:51.715,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.520, -11.327,
 12:14:51.803,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.685, -56.179,
 12:14:51.835,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.520, -11.338,
 12:14:51.896,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.520, -11.349,
 12:14:51.922,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.685, -55.854,
 12:14:51.981,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.685, -55.887,
 12:14:52.014,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.880, -11.354,
 12:14:52.103,fe:77:90:13:0e:6b, 2015-01-01 00:08:00.685, -55.706,
 12:14:52.105,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.880, -11.36,
 12:14:52.192,fe:77:90:13:0e:6b, 2015-01-01 00:08:01.105, -55.723,
 12:14:52.225,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.880, -11.343,
 12:14:52.311,fe:77:90:13:0e:6b, 2015-01-01 00:08:01.105, -55.75,
 12:14:52.315,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.880, -11.338,
 12:14:52.403,fe:77:90:13:0e:6b, 2015-01-01 00:08:01.105, -55.783,
 12:14:52.436,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.880, -11.338,
 12:14:52.496,cd:75:20:e1:ef:ef, 2015-01-01 00:07:55.325, -11.338,
 12:14:52.523,fe:77:90:13:0e:6b, 2015-01-01 00:08:01.460, -55.805,
 12:14:52.583,fe:77:90:13:0e:6b, 2015-01-01 00:08:01.460, -55.827,
 12:14:52.615,cd:75:20:e1:ef:ef, 2015-01-01 00:07:55.325, -11.338,
 12:14:52.705,cd:75:20:e1:ef:ef, 2015-01-01 00:07:55.325, -11.343,
 12:14:52.733,fe:77:90:13:0e:6b, 2015-01-01 00:08:01.460, -55.854,
